task_id,model,split_id,method,reference_group,repeat,fold,seed,n_train,n_test,fit_seed,r2,rmse,mae,kendall_tau,predictive_nll,mean_predictive_std,pit_cdf_mae,abs_residual_std_spearman,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,n_features,fit_seconds,selected_stop_reason
57,selected_5,split_015,iid_matched,,0,7,42,2688,384,42,0.9120055697413301,9.025250209343413,6.023688140908877,0.8153779207193529,3.784723964068738,14.281212610503038,0.10362520627062707,-0.06557042826625072,0.8072916666666666,19.26506305231065,0.9583333333333334,36.60422075773091,0.9895833333333334,55.9813247442904,9,19.66417986433953,fixed_epoch_budget_no_plateau_test
58,selected_5,split_016,kfold,,0,0,42,2457,615,42,0.9230374174534913,8.288257311104086,5.807500071703903,0.8112985717058809,3.7468092244275404,14.340072665951116,0.10598084198663768,-0.004082443337230022,0.8048780487804879,19.344464060502055,0.9642276422764228,36.75508515014597,0.9951219512195122,56.21205192190293,9,24.81415163911879,fixed_epoch_budget_no_plateau_test
59,selected_5,split_017,kfold,,0,1,42,2457,615,42,0.9279287773147042,8.150241398108435,5.689568190411824,0.8121701062937174,3.7461463371925845,14.48990677314076,0.11005393222249056,0.008358448574544548,0.8097560975609757,19.546587199560445,0.9609756097560975,37.1391254194277,0.9902439024390244,56.79939082939775,9,18.60641655884683,fixed_epoch_budget_no_plateau_test
60,selected_5,split_018,kfold,,0,2,42,2458,614,42,0.9137679873008628,8.766698591303335,6.187092134432218,0.8027186676363697,3.766105330423717,14.276433244201959,0.0985145289773277,0.000984754590918334,0.8094462540716613,19.25861578514563,0.9511400651465798,36.591970749,0.988599348534202,55.96258997265233,9,18.769673250615597,fixed_epoch_budget_no_plateau_test
61,selected_5,split_019,kfold,,0,3,42,2458,614,42,0.930948706383884,7.838017714478757,5.607124414599292,0.8160191768295193,3.7392381932323646,14.504438735763102,0.11182442674234849,-0.08148226678370743,0.8289902280130294,19.566190519238454,0.9609120521172638,37.17637233832589,0.998371335504886,56.85635507612671,9,18.822781735099852,fixed_epoch_budget_no_plateau_test
62,selected_5,split_020,kfold,,0,4,42,2458,614,42,0.9227060561777817,8.4791146545507,5.683133406002281,0.8163537543118757,3.763618643295659,14.38620557070555,0.11171670913019639,-0.04132747334668165,0.8208469055374593,19.406696403309333,0.9560260586319218,36.8733285427683,0.9853420195439739,56.392889585544744,9,18.819981979206204,fixed_epoch_budget_no_plateau_test
63,pc_top,split_000,lolo,AmPhos,0,0,42,2688,384,42,0.6795701274545838,17.889378265141385,15.749818883339564,0.7681406812325196,4.309116384663202,18.62736261387666,0.05924608085808581,-0.40662447865450474,0.3125,25.127930312491003,0.8619791666666666,47.74385143956119,0.9791666666666666,73.01791970033229,16,25.39144503697753,fixed_epoch_budget_no_plateau_test
64,pc_top,split_001,lolo,CataCXium A,0,1,42,2688,384,42,0.7103452803490913,16.639216932649866,12.060490492979683,0.6677364742379626,4.254289551753282,14.921196296811104,0.0697184405940594,-0.15845787697941743,0.5572916666666666,20.128387925725644,0.7578125,38.24456494795313,0.9036458333333334,58.49001469600438,16,19.36424668971449,fixed_epoch_budget_no_plateau_test
65,pc_top,split_002,lolo,P(Cy)3,0,2,42,2688,384,42,0.7305923250685352,15.367198270504309,11.889419668714206,0.6620608081138841,4.153605297256043,15.434992156922817,0.08288469471947195,-0.006055237191007427,0.578125,20.821488008402703,0.8203125,39.56147672574613,0.9296875,60.50405745845385,16,19.05131512042135,fixed_epoch_budget_no_plateau_test
66,pc_top,split_003,lolo,P(Ph)3,0,3,42,2688,384,42,0.5216505816251331,22.97754005722836,17.490412710309027,0.6781993766628843,4.768535646832431,15.742771739761034,0.22315903465346534,-0.5050778471121413,0.4661458333333333,21.23667635629071,0.6197916666666666,40.35034753820409,0.7838541666666666,61.71053125353319,16,19.48326248023659,fixed_epoch_budget_no_plateau_test
