row_id,catalyst,base,cosolvent,core,monomer,conversion
reaction:279,RuPhos G3,BTMG,H2O (25%),Core_04,MFCD16994280,43.32327205300332
reaction:280,tBuXphos G3,P2-Et,None,Core_04,MFCD03788418,0.0
reaction:281,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD03788418,48.69780280383001
reaction:282,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD03788418,19.33951370893665
reaction:283,tBuXphos G3,BTMG,None,Core_04,MFCD03788418,0.0
reaction:284,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD03788418,27.88301038275336
reaction:285,Xphos G3,BTMG,H2O (25%),Core_04,MFCD03788418,9.090349504450364
reaction:286,Aphos G3,P2-Et,None,Core_04,MFCD03788418,7.0225583212262395
reaction:287,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD03788418,29.96491513020504
reaction:288,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD03788418,37.74638010402875
reaction:289,Aphos G3,BTMG,None,Core_04,MFCD03788418,22.83565337972881
reaction:290,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD03788418,19.10670207263107
reaction:291,RuPhos G3,BTMG,H2O (25%),Core_04,MFCD03788418,16.441802955948237
reaction:292,tBuXphos G3,P2-Et,None,Core_04,MFCD19439767,0.0
reaction:293,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD19439767,100.0
reaction:294,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD19439767,44.538521169601026
reaction:295,tBuXphos G3,BTMG,None,Core_04,MFCD19439767,0.0
reaction:296,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD19439767,100.0
reaction:297,Xphos G3,BTMG,H2O (25%),Core_04,MFCD19439767,36.57451170325097
reaction:298,Aphos G3,P2-Et,None,Core_04,MFCD19439767,1.544843908047008
reaction:299,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD19439767,100.0
reaction:300,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD19439767,62.1217385904964
reaction:301,Aphos G3,BTMG,None,Core_04,MFCD19439767,100.0
reaction:302,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD19439767,100.0
reaction:303,RuPhos G3,BTMG,H2O (25%),Core_04,MFCD19439767,51.91387697372208
reaction:304,tBuXphos G3,P2-Et,None,Core_04,MFCD18383786,0.0
reaction:305,Aphos G3,BTTP,t-AmOH (25%),Core_04,MFCD18383786,38.67140562424765
reaction:306,Xphos G3,K3PO4,H2O (25%),Core_04,MFCD18383786,24.112085566068174
reaction:307,tBuXphos G3,BTMG,None,Core_04,MFCD18383786,0.0
reaction:308,Aphos G3,BTMG,t-AmOH (25%),Core_04,MFCD18383786,100.0
reaction:309,Xphos G3,BTMG,H2O (25%),Core_04,MFCD18383786,13.913946758958955
reaction:310,Aphos G3,P2-Et,None,Core_04,MFCD18383786,3.055874249330149
reaction:311,tBu3P G2,BTTP,t-AmOH (25%),Core_04,MFCD18383786,100.0
reaction:312,RuPhos G3,K3PO4,H2O (25%),Core_04,MFCD18383786,27.350041625004835
reaction:313,Aphos G3,BTMG,None,Core_04,MFCD18383786,65.9387177007425
reaction:314,tBu3P G2,BTMG,t-AmOH (25%),Core_04,MFCD18383786,47.69709988819144
reaction:315,RuPhos G3,BTMG,H2O (25%),Core_04,MFCD18383786,24.905914484192547
